"id_cliente","cliente","persona","direccion","ciudad","telefono","correo_electronico"
"900494355","SUPERTECHOS COLOMBIA S. A. S.","Persona Juridica","CR 50 42 85 BRR CENTRO","Medellin","6043229697","contabilidad@supertechos.com.co"
"811010628","CONJUNTO RESIDENCIAL TORRE SONORA P.H.","Persona Juridica","CL 5 76 A 145","Medellin","3052529595","admontorresonora@hotmail.com"
"900356033","EDIFICIO ""FUENTECLARA"" PROPIEDAD HORIZONTAL","Persona Juridica","DG 75 A 33 B 122","Medellin","3156437588","edificiofuenteclaraph@gmail.com"
"800019119","EDIFICIO MARRUECOS P.H.","Persina Juridica","CL 4 SUR 43 B 60","Medellin","3104691555","ed.marruecos1@gmail.com"
"900569391","EDIFICIO LOCATEL B.H. P.H.","Persona Juridica","CR 43 9 SUR 35","Medellin","3152986849","edificiobhprosant@gmail.com"
"901139114","PARCELACION CAMPESTRE BOSQUES DE BAVARIA P.H.","Persona Juridica","PEAJE LAS PALMAS-VEREDA LA ESPERANZA","Envigado","3176548122","consueloorozco@conbienesurbanistica.com"
"890938759","EDIFICIO HOJAS VERDE P.H.","Persona Juriica","Cra 43 A 25 B sur 108","Envigado","3206713788","hojasverdesph@mail.com"
"800042608","CENTRO COMRCIAL PASEO BOLIVAR","Persona Juridica","Cl 41 51 15 OF 223","Medellin","3183730309","ccpaseobolivar@mail.com"
"800233243","EDIFICIO ALTO VERDE P.H","Persona Juridica","CL 9 30 178 BRR POBLADO","Medellin","3206713788","altoverdeph@gmail.com"
"800084755","EDIFICIO RIO CLARO P.H","Persona Juridica","Cll 11 30 A 12","Medellin","3206713788","ed.rioclaroph@gmail.com"
"901189355","EDIFICIO ALTAIR","Persona Juridica","Cr","Medellin","8888","a@a"
"811001328","PORTON DE LA LOMA","Persona Juridica","Cr","Medellin","9999","b@b"
"800254433","EDIFICIO THUNAPA","Persona Juridica","cr","Medellin","10101","c@c"
"901776971","URBANIZACION NATAL","Persona Juridica","Cr. 51-96 Sur 27","La Estrella","3044951267","natalapartaentos02@gmail.com"
"800040834","CONJUNTO RESIDENCIAL BOSQUES DE VIENA","Persona Juridica","Cl 5A-3340","Medellin","3013462612","admonbosquesdeviena@gmail.com"
"900854227","CONJUNTO RESIDENCIAL ZU-4121 PROPIEDAD HORIZONTAL","Persona Juridica","CR 41 21 SUR 91","Envigado","3164087286","crzu41.21@gmail.com"
"900708766","EDIFICIO MACADAMIA - PROPIEDAD HORIZONTAL","Persona Juridica","CR 37 B 13 SUR 40","Medellin","3206713788","ed.macadamiaph@gmail.com"
"890927050","EDIFICIO YARUMOS 1 P.H","Persona Juridica","CL 20 SUR 35 35","Medellin","3105055237","contacto@acelemental.com.co"
"43733226","ALBA BURITICA","Persona Juridica","CR 20 12 SUR 424 TO 2 AP 1304","Medellin","32062458893","alba_buritica@hotmail.com"
"901235688","UNIDAD RESIDENCIAL VENTUM P.H","Persona Juridica","Calle 64 Sur N°39 130","Sabaneta","312808556 5","ventum.ph@hotmail.com"
"900280091","CONJUNTO INMOBILIARIO FLORES DE MAYORCA P.H.","Persona Juridica","CL 49 D SUR 40 A 508","Envigado","3164909099",
"901951080","EDIFICIO 30  LIVING P.H.","Persona Juridica","Cl 30 82 C 40 42","Medellin","3162676137","tesoreria@caaph.co"
"900807391","CONJUNTO RESIDENCIAL URBANIZACIÓN TORRES DE MAYORCA P. H","Persona Juridica","Cra 47 N°52 Sur110","Sabaneta","999999999","adinistraciontorres@torresde mayorca.co.co"
"811037880","URBANIZACION RINCONES DE MONTICELLO PH","Persona Juridica","CR 15 10 A 04","Medellin","3103983554","recepcion@abelardoyepes.com"
"811009248","CENTRO EMPRESARIAL DANN FINANCIERA HOTEL DANN CARLTON P.H","Persona Juridica","CR 43 A 7 50","Medellin","3006192376","admon@torredann.com"
"900459473","CONJUNTO DE USO MIXTO URBANIZACION COLINA DE LOS BERNAL P.H.","Persona Juriica","CR 84 B 4 G 75","Medellin","3122491354","colinadelosbernal@gmail.com"
"42865810","EDIFICIO RAMPATH P.H.","Persona Juriica","CR 34 #38 A SUR 26","Medellin","3006956276"," mesgiraldo53@gmail.com"
"900186230","EDIFICIO ""BALSOS DEL CASTILLO"" P.H","Persona Juriica","CR 34 A 8 SUR 70","Medellin","3103983554","recepcion@abelardoyepes.com"
"901821935","INVERSIONES LORY S.A.S","Persona Juridica","CL 10 40 61","Medellin","3148756972","contabilidadoficinalr@gmail.com"
"901916401","EDIFICIO NATURA - PROPIEDAD HORIZONTAL","Persona Juridica","CL 38 64 A 77 80 82 84","Medellin","3148506136","edificionaturaph2@gmail.com"
"901725310","EDIFICIO TORRE GALES - PROPIEDAD HORIZONTAL","Persona Juridica","CR 82 B 33 B 20 22 24","Medellin","3014936655","torregalesph@gmail.com"
"901780850","EDIFICIO PORTON DE ALAMEDA PROPIEDAD HORIZONTAL","Persona Juriica","CL 36 A SUR 45 B 100","Envigado","3007733856","admonintegralfm@hotmail.com"
"800080552","CONJUNTO RESIDENCIAL CASTELOBLANCO PROPIEDAD HORIZONTAL","Persona Juridica","CL 7 SUR 41 B 175","Medellin","6043135679","casteloblancoph@gmail.com"
"9019051524","WOOD P.H","Persona Juridica","CR 17 19 158","Antioquia - Retiro","3003255858","woodnaturalliving@gmail.com"
"901052554","CONJUNTO RESIDENCIAL MADERA ESENCIAL P.H","Persona Juridica","CR 44 26 71","Bello","3117703004","maderaesencial@gmail.com"
"900411248","CONJUNTO INMOBILIARIO NUEVO MUNDO P.H.","Persona Juridica","CR 74 53 55 BRR LOS COLORES","Meellin","3146240263","admon.nuevomundo@hotmail.com"
"901786014","PROYECTO PALMA PROPIEDAD HORIZONTAL","Persona Juridica","CR 52 D 75 A A SUR 221","Itagui","3148889270","palmaverdevivo@gmail.com"
"890917131","EDIFICIO CIUDADELA P.H.","Persona Juridica","CL 11 B CR 36 B 53","Medellin","3206713788","ed.ciudadela@gmail.com"
"901814336","UNIDAD RESIDENCIAL FAUNA - P.H.","Persona Juridica","CR 99 B 49 B 161","Medellín","3215862026","unidadresidencialfaunaph@gmail.com"
"901103926","EDIFICIO HOUSING - PROPIEDAD HORIZONTAL","Persona Juridica","CL 37 66 A 47 55","Medellin","3137856910","edificiohousing@gmail.com"
"901674173","EDIFICIO SALENTO - PROPIEDAD HORIZONTAL","Persona Juridica","CL 33 B 82 A 93 95 99","Medellin","3014936655","beatrizaranzazu02@gmail.com"
"901649721","6 GROUP","Persona Juridica","TV 7 CR -30 224","Medellin","3006114462","seisgroupsas@gmail.com"
"42822425","ARANZAZU ALZATE BEATRIZ","Persona Juridica","CL 40 86 A 20 AP 42 ED LA CUARENTA B. AMAERICA","Medellin","3014936655","beatrizaranzazu02@gmail.com"
"901636610","EDIFICIO RIVANA BUSINESS PARK TORRE NORTE","Persona Juridica","CL 20 48 04 08 12 16","Medellin","3245009624","gerenciarivana@mts.com.co"
"901546029","APARTAMENTOS SAN MARCOS P.H.","Persona Juridica","CL 132 SUR 49 51","Caldas- Antioquia","3148415881","edificiosanmarcoscaldas@gmail.com"
"71793610","HERNANDEZ CARVAJAL JORGE IVAN","Persona Juridica","CR 77 A A 45 G 52 AP 901 EL VELODROMO","Medellin","3116834873","ddhhparatodasytodos@gmail.com"
"900029495","EDIFICIO ""CORBANCA MIRAFLORES"" -P.H","Persona Juridica","CL 49 25 29","Medellin","3117016426","corbancamirafloresph@yahoo.com"
"901367199","BEMINIMAL S.A.S.","Persona Juridica","CL 36 63 82","Medellin","3104363438","info@beminimal.co"
"800067987","CONJUNTO RESIDENCIAL RONCESVALLES P.H.","Persona Juridica","CL 7 A SUR   35   55","Medellin","3162676137","TESORERIA@CAAPH.CO"
"900480311","EDIFICIO RESIDENCIAL MANTIS P.H.","Persona Juridica","Cl 71 Sur 34 -314","Sabaneta","3148415881","admonmantis@gmail.com"
"901020337","CONJUNTO DE USO MIXTO CITRINO","Persona Juridica","Cr 77  60-70","Medellin","3183165786","admon.citrino@gmail.com"
"900894912","EDIFICIO TRENTTO P.H.","Persona Juridica","Cr. 78A 46-02","Medellin","3183165786","edificiotrentto2018@gmail.com"
